Date,Interval,Time,DeadGams,Notes,Revertgams,Newgams,GroupSize,Pupae,eggs,larvae,NumGams,multigam,multigam2,Treatment,SourceCol,PHOTO_YO,PHOTO_MATED,PHOTO_YB,cricket,headwidth_mm,difference_numduel,diff_duelpergam,diff_duelperpropgam,diffcalc,indcode,Colcode,Colony,Mark,Status_Scanobs,status2,status3,omit,Duel,NumDuel,duelpergam,duelperpropgam,Antennaldrumming,Numantdrum,Recantdrum,Domperf,NumDomperf,Domrec,NumDomrec,Allogrooming,Recgrooming,WalkOver,NumWalkover,HandlePupae,Handlinglarv,Handlingoldeggs,BroodHandling,Outside,Time Outside
4/14/21,Eighteen,Initial,,,,,115,31,,,12,1,1,IP,R3,,,,,,108.00,15.43,1.10,1.00,145,AB,R3BA(3),GBG,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/21,Eighteen,Initial,,,,,115,31,,,12,1,1,IP,R3,,,,,,110.00,16.07,1.18,1.00,146,AB,R3BA(3),BPB,G,G,G,0,1,6,0.5,0.004347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/21,Eighteen,Initial,,,,,115,31,,,12,1,1,IP,R3,,,,,,198.00,29.12,2.15,1.00,147,AB,R3BA(3),PBP,G,G,G,0,2,14,1.166666667,0.010144928,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0
4/14/21,Eighteen,Initial,,,,,115,31,,,12,1,1,IP,R3,,,,,,141.00,20.14,1.44,1.00,148,AB,R3BA(3),WGW,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/21,Eighteen,Initial,,,,,115,31,,,12,1,1,IP,R3,,,,,,79.00,11.46,0.83,1.00,149,AB,R3BA(3),GOG,G,G,G,0,1,3,0.25,0.002173913,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
4/14/21,Eighteen,Initial,,,,,115,31,,,12,1,1,IP,R3,,,,,,-2.00,-0.17,0.00,1.00,150,AB,R3BA(3),BOB,G,G,RG,1,1,2,0.166666667,0.001449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/21,Eighteen,Initial,,,,,115,31,,,12,1,1,IP,R3,,,,,,0.00,0.00,0.00,1.00,151,AB,R3BA(3),OBO,W,W,W,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
1/20/22,Eighteen,Initial,,,,,94,0,,,10,1,1,SP,R3,,,,,,-180.00,-16.00,-0.10,1.00,152,AC,R3BA3A,YOY,G,G,G,0,11,185,18.5,0.196808511,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1/20/22,Eighteen,Initial,,,,,94,0,,,10,1,1,SP,R3,,,,,,-108.00,-3.20,0.24,1.00,153,AC,R3BA3A,BYO,G,G,G,0,10,127,12.7,0.135106383,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
10/9/19,Twelve,Initial,,,,,84,1,,,5,1,1,IP,R4,,,,,,-5.00,-1.00,-0.01,1.00,154,AD,R4A(83),P,G,G,G,0,2,5,1,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/19,Twelve,Initial,,,,,84,1,,,5,1,1,IP,R4,,,,,,-5.00,-1.00,-0.01,1.00,155,AD,R4A(83),W,G,G,G,0,3,5,1,0.011904762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/19,Twelve,Initial,,,,,84,1,,,5,1,1,IP,R4,,,,,,-23.00,-4.60,-0.05,1.00,156,AD,R4A(83),O,G,G,G,0,4,23,4.6,0.054761905,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0
10/9/19,Twelve,Initial,,,,,84,1,,,5,1,1,IP,R4,,,,,,0.00,0.00,0.00,1.00,157,AD,R4A(83),G,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,3,0,0
10/9/19,Twelve,Initial,,,,,84,1,,,5,1,1,IP,R4,,,,,,-11.00,-2.20,-0.03,1.00,158,AD,R4A(83),Y,G,G,G,0,2,11,2.2,0.026190476,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
10/9/19,Twelve,Initial,,,,,84,1,,,5,1,1,IP,R4,,,,,,-8.00,-1.60,-0.02,1.00,159,AD,R4A(83),WPW,G,G,G,0,3,8,1.6,0.019047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,127,11,,,7,1,1,SP,R4,,,,,,15.00,7.86,0.36,1.00,160,AE,R4A(83)B,PWB,G,G,G,0,1,1,0.142857143,0.001124859,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12/17/19,Twelve,Initial,,,,,127,11,,,7,1,1,SP,R4,,,,,,-8.00,-0.79,0.01,1.00,161,AE,R4A(83)B,BPW,G,G,G,0,2,9,1.285714286,0.010123735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,127,11,,,7,1,1,SP,R4,,,,,,42.00,21.00,0.95,1.00,162,AE,R4A(83)B,Y,W,W,NG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,127,11,,,7,1,1,SP,R4,,,,,,25.00,12.50,0.57,1.00,163,AE,R4A(83)B,O,W,W,NG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,127,11,,,7,1,1,SP,R4,,,,,,38.00,19.00,0.86,1.00,164,AE,R4A(83)B,G,W,W,NG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,127,11,,,7,1,1,SP,R4,,,,,,0.00,0.00,0.00,1.00,165,AE,R4A(83)B,WBP,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
12/17/19,Twelve,Initial,,,,,127,11,,,7,1,1,SP,R4,,,,,,0.00,0.00,0.00,1.00,166,AE,R4A(83)B,B,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,-2.00,-0.20,0.00,1.00,167,AF,R5(117C),BYB,G,G,G,0,1,2,0.2,0.002173913,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,-4.00,-0.40,0.00,1.00,168,AF,R5(117C),GWG,G,G,G,0,1,4,0.4,0.004347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,0.00,0.00,0.00,1.00,169,AF,R5(117C),OYO,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,0.00,0.00,0.00,1.00,170,AF,R5(117C),YOY,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,-2.00,-0.20,0.00,1.00,171,AF,R5(117C),WP,G,G,G,0,1,2,0.2,0.002173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,-7.00,-0.70,-0.01,1.00,172,AF,R5(117C),WGW,G,G,G,0,1,7,0.7,0.007608696,0,0,0,1,3,0,0,0,0,1,1,0,3,0,3,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,0.00,0.00,0.00,1.00,173,AF,R5(117C),PYP,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,0.00,0.00,0.00,1.00,174,AF,R5(117C),ORANGE,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,0.00,0.00,0.00,1.00,175,AF,R5(117C),GBG,G,G,G,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0
3/16/21,Eighteen,Initial,,,,,92,21,,,10,1,1,IP,R5,,,,,,0.00,0.00,0.00,1.00,176,AF,R5(117C),OGO,G,G,RG,1,0,0,0,0,1,2,0,1,6,0,0,0,0,0,0,1,1,0,2,0,0
1/28/21,Eighteen,Initial,,,,,98,2,,,8,1,1,SP,109,,,,,,-10.00,-1.25,-0.01,1.00,177,AG,RGB(109),YGY,G,G,G,0,1,10,1.25,0.012755102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1/28/21,Eighteen,Initial,,,,,98,2,,,8,1,1,SP,109,,,,,,-4.00,-0.50,-0.01,1.00,178,AG,RGB(109),GOG,G,G,G,0,2,4,0.5,0.005102041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8/6/20,Twelve,Initial,,,,,66,5,,,5,1,1,IP,109,,,,,,-36.00,-7.20,-0.11,1.00,179,AH,RGB(109B),POP,G,G,G,0,5,36,7.2,0.109090909,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/6/20,Twelve,Initial,,,,,66,5,,,5,1,1,IP,109,,,,,,-22.00,-4.40,-0.07,1.00,180,AH,RGB(109B),YPY,G,G,G,0,5,22,4.4,0.066666667,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8/6/20,Twelve,Initial,,,,,66,5,,,5,1,1,IP,109,,,,,,-26.00,-5.20,-0.08,1.00,181,AH,RGB(109B),PYP,G,G,G,0,5,26,5.2,0.078787879,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/20,Twelve,Initial,,,,,66,5,,,5,1,1,IP,109,,,,,,-3.00,-0.60,-0.01,1.00,182,AH,RGB(109B),MGO(-/BLU),G,G,G,0,1,3,0.6,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8/6/20,Twelve,Initial,,,,,66,5,,,5,1,1,IP,109,,,,,,-29.00,-5.80,-0.09,1.00,183,AH,RGB(109B),OYO,G,G,G,0,6,29,5.8,0.087878788,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8/6/20,Twelve,Initial,,,,,66,5,,,5,1,1,IP,109,,,,,,0.00,0.00,0.00,1.00,184,AH,RGB(109B),OPO,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,1,0
6/18/20,Twelve,Initial,,,,,76,7,,,6,1,0,SP,RL86BI2,,,,,,-25.00,-4.17,-0.05,1.00,185,AI,RL8.6B1(112B),YO,G,G,G,0,2,25,4.166666667,0.054824561,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6/18/20,Twelve,Initial,,,,,76,7,,,6,1,0,SP,RL86BI2,,,,,,0.00,0.00,0.00,1.00,186,AI,RL8.6B1(112B),B,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,6,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,-66.00,-4.34,-0.03,1.00,187,AJ,RL86B1(112C),OYO,G,G,G,0,5,72,4.8,0.052747253,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,15.00,1.21,0.07,1.00,188,AJ,RL86B1(112C),BOB,G,G,G,0,2,5,0.333333333,0.003663004,1,7,0,1,2,0,0,1,0,0,0,0,2,0,2,0,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,-41.00,-2.68,-0.02,1.00,189,AJ,RL86B1(112C),OBO,G,G,G,0,6,46,3.066666667,0.033699634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,-13.00,-0.57,0.07,1.00,190,AJ,RL86B1(112C),GOG,G,G,G,0,5,42,2.8,0.030769231,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,0.00,0.00,0.00,1.00,191,AJ,RL86B1(112C),GB,G,G,G,0,0,0,0,0,2,2,0,4,30,0,0,1,2,0,0,0,0,0,0,2,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,-14.00,-0.93,-0.01,1.00,192,AJ,RL86B1(112C),OYB,G,G,G,0,6,14,0.933333333,0.01025641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,-36.00,-2.29,0.00,1.00,193,AJ,RL86B1(112C),BYB,G,G,G,0,5,47,3.133333333,0.034432234,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,3.00,0.31,0.03,1.00,194,AJ,RL86B1(112C),GYG,G,G,G,0,3,8,0.533333333,0.005860806,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,-2.00,-0.09,0.01,1.00,195,AJ,RL86B1(112C),OGO,G,G,G,0,2,6,0.4,0.004395604,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,12.00,0.96,0.05,1.00,196,AJ,RL86B1(112C),YOBO,G,G,G,0,2,4,0.266666667,0.002930403,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
1/20/22,Eighteen,Initial,,,,,91,20,,,15,1,1,IP,RL86BI,,,,,,-58.00,-3.87,-0.04,1.00,197,AJ,RL86B1(112C),YOY,G,G,RG,1,4,58,3.866666667,0.042490842,2,4,0,1,14,0,0,0,0,0,0,0,1,0,1,6,0
8/31/21,Eighteen,Initial,,,,,81,0,,,4,1,0,SP,RO16A/2,,,,,,-9.00,-2.25,-0.03,1.00,198,AK,RO16A/2(64C),WOW,G,G,G,0,4,9,2.25,0.027777778,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
6/2/20,Twelve,Initial,,,,,85,6,,,9,1,0,SP,RP5/2,,,,,,0.00,0.00,0.00,1.00,199,AL,RP5/2(1B),WYW,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12/18/19,Twelve,Initial,,,,,92,28,,,5,1,1,SP,S1,,,,,,-5.00,-1.00,-0.01,1.00,200,AM,S1B1/2(77B),GBG,G,G,G,0,3,5,1,0.010869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/18/19,Twelve,Initial,,,,,92,28,,,5,1,1,SP,S1,,,,,,-3.00,-0.60,-0.01,1.00,201,AM,S1B1/2(77B),BGW,G,G,G,0,2,3,0.6,0.006521739,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,-5.00,-0.56,-0.01,1.00,202,AN,SAFC 12,WYW,G,G,G,0,2,5,0.555555556,0.00617284,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,5.00,0.56,0.04,1.00,203,AN,SAFC 12,GYM,G,G,G,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,-15.00,-1.67,-0.02,1.00,204,AN,SAFC 12,YWY,G,G,G,0,2,15,1.666666667,0.018518519,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,-2.00,-0.22,0.00,1.00,205,AN,SAFC 12,GYG,G,G,G,0,1,2,0.222222222,0.002469136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,-20.00,-2.22,-0.02,1.00,206,AN,SAFC 12,YBY,G,G,G,0,5,20,2.222222222,0.024691358,4,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,2.00,0.22,0.03,1.00,207,AN,SAFC 12,PYP,G,G,G,0,2,3,0.333333333,0.003703704,3,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,-1.00,-0.11,0.00,1.00,208,AN,SAFC 12,YGY,G,G,G,0,1,1,0.111111111,0.001234568,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,-2.00,-0.22,0.00,1.00,209,AN,SAFC 12,BYB,G,G,G,0,1,2,0.222222222,0.002469136,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2/5/20,Twelve,Initial,,,,,90,0,,,9,1,1,IP,SAFC 12,,,,,,0.00,0.00,0.00,1.00,210,AN,SAFC 12,YPY,G,G,G,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/29/20,Eighteen,Initial,,,,,107,7,,,7,1,0,SP,SAFC17,,,,,,-9.00,-1.29,-0.01,1.00,211,AO,SAFC 17,BGB,G,G,G,0,2,9,1.285714286,0.012016021,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/20,Twelve,Initial,,,,,77,37,,,8,1,1,SP,SAFC 5,,,,,,-27.00,-3.38,-0.04,1.00,212,AP,SAFC 5,blue,G,G,G,0,4,27,3.375,0.043831169,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
6/23/20,Twelve,Initial,,,,,77,37,,,8,1,1,SP,SAFC 5,,,,,,-5.00,-0.63,-0.01,1.00,213,AP,SAFC 5,OBO,G,G,G,0,2,5,0.625,0.008116883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/20,Twelve,Initial,,,,,77,37,,,8,1,1,SP,SAFC 5,,,,,,0.00,0.00,0.00,1.00,214,AP,SAFC 5,BOB,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
12/17/19,Twelve,Initial,,,,,113,4,,,7,1,1,IP,SAFC 9,,,,,,0.00,0.00,0.00,1.00,215,AQ,SAFC 9,B (-/pnk),G,G,RG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12/17/19,Twelve,Initial,,,,,113,4,,,7,1,1,IP,SAFC 9,,,,,,1.00,0.20,0.02,1.00,216,AQ,SAFC 9,Y,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,113,4,,,7,1,1,IP,SAFC 9,,,,,,-3.00,-0.43,0.00,1.00,217,AQ,SAFC 9,W,G,G,RG,1,1,3,0.428571429,0.003792668,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12/17/19,Twelve,Initial,,,,,113,4,,,7,1,1,IP,SAFC 9,,,,,,5.00,1.00,0.08,1.00,218,AQ,SAFC 9,O,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,113,4,,,7,1,1,IP,SAFC 9,,,,,,-3.00,-0.43,0.00,1.00,219,AQ,SAFC 9,P,G,G,G,0,1,3,0.428571429,0.003792668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/17/19,Twelve,Initial,,,,,113,4,,,7,1,1,IP,SAFC 9,,,,,,6.00,1.20,0.10,1.00,220,AQ,SAFC 9,GWG,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12/17/19,Twelve,Initial,,,,,113,4,,,7,1,1,IP,SAFC 9,,,,,,2.00,0.40,0.03,1.00,221,AQ,SAFC 9,OYO,G,G,G,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1/19/22,Eighteen,Initial,,,,,113,9,,,17,1,1,SP,SAFC10,,,,,,-52.00,-3.06,-0.03,1.00,222,AR,SAFC10,GYG,G,G,G,0,4,52,3.058823529,0.027069235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/22,Eighteen,Initial,,,,,113,9,,,17,1,1,SP,SAFC10,,,,,,-22.00,-1.29,-0.01,1.00,223,AR,SAFC10,OBO,G,G,G,0,6,22,1.294117647,0.011452369,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
1/19/22,Eighteen,Initial,,,,,113,9,,,17,1,1,SP,SAFC10,,,,,,-105.00,-6.18,-0.05,1.00,224,AR,SAFC10,BYB,G,G,G,0,10,105,6.176470588,0.054659032,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1/19/22,Eighteen,Initial,,,,,113,9,,,17,1,1,SP,SAFC10,,,,,,0.00,0.00,0.00,1.00,225,AR,SAFC10,OWG,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1/19/22,Eighteen,Initial,,,,,113,9,,,17,1,1,SP,SAFC10,,,,,,0.00,0.00,0.00,1.00,226,AR,SAFC10,YOG,W,W,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0
1/19/22,Eighteen,Initial,,,,,113,9,,,17,1,1,SP,SAFC10,,,,,,0.00,0.00,0.00,1.00,227,AR,SAFC10,YMB,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1/19/22,Eighteen,Initial,,,,,113,9,,,17,1,1,SP,SAFC10,,,,,,0.00,0.00,0.00,1.00,228,AR,SAFC10,YGO,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
6/3/20,Twelve,Initial,,,,,62,2,,,7,1,0,SP,SAFC12,,,,,,0.00,0.00,0.00,1.00,229,AS,SAFC12A,YGY,G,G,G,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/21,Eighteen,Initial,,,,,89,8,,,6,1,1,SP,SAFC13,,,,,,69.00,38.50,1.82,1.00,230,AT,SAFC13,BOB,G,G,G,0,2,12,2,0.02247191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/21,Eighteen,Initial,,,,,89,8,,,6,1,1,SP,SAFC13,,,,,,25.00,22.83,1.21,1.00,231,AT,SAFC13,GBG,G,G,G,0,4,31,5.166666667,0.058052434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/22,Eighteen,Initial,,,,,71,3,,,7,1,1,IP,SAFC13,,,,,,0.00,0.00,0.00,1.00,232,AU,SAFC13A,GOG,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/22,Eighteen,Initial,,,,,71,3,,,7,1,1,IP,SAFC13,,,,,,0.00,0.00,0.00,1.00,233,AU,SAFC13A,BYB,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/22,Eighteen,Initial,,,,,71,3,,,7,1,1,IP,SAFC13,,,,,,0.00,0.00,0.00,1.00,234,AU,SAFC13A,YGY,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/22,Eighteen,Initial,,,,,71,3,,,7,1,1,IP,SAFC13,,,,,,0.00,0.00,0.00,1.00,235,AU,SAFC13A,YBY,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/22,Eighteen,Initial,,,,,71,3,,,7,1,1,IP,SAFC13,,,,,,0.00,0.00,0.00,1.00,236,AU,SAFC13A,YOY,G,G,RG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/22,Eighteen,Initial,,,,,71,3,,,7,1,1,IP,SAFC13,,,,,,0.00,0.00,0.00,1.00,237,AU,SAFC13A,OGO,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0
5/5/21,Eighteen,Initial,,,,,71,3,,,5,1,1,IP,SAFC17,,,,,,0.00,0.00,0.00,1.00,238,AV,SAFC17A,YOY,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/21,Eighteen,Initial,,,,,71,3,,,5,1,1,IP,SAFC17,,,,,,-1.00,-0.20,0.00,1.00,239,AV,SAFC17A,GBG,G,G,G,0,1,1,0.2,0.002816901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/21,Eighteen,Initial,,,,,71,3,,,5,1,1,IP,SAFC17,,,,,,0.00,0.00,0.00,1.00,240,AV,SAFC17A,GOG,G,G,G,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,1,0,0
5/5/21,Eighteen,Initial,,,,,71,3,,,5,1,1,IP,SAFC17,,,,,,-1.00,-0.20,0.00,1.00,241,AV,SAFC17A,OYO,G,G,G,0,1,1,0.2,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/5/21,Eighteen,Initial,,,,,71,3,,,5,1,1,IP,SAFC17,,,,,,0.00,0.00,0.00,1.00,242,AV,SAFC17A,BOB,G,G,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/21,Eighteen,Initial,,,,,115,6,,,10,1,1,IP,SAFC20,,,,,,-44.00,-4.40,-0.04,1.00,243,AW,SAFC20,GOG,G,G,RG,1,3,44,4.4,0.03826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/21,Eighteen,Initial,,,,,115,6,,,10,1,1,IP,SAFC20,,,,,,-22.00,-2.20,-0.02,1.00,244,AW,SAFC20,POP,G,G,G,0,2,22,2.2,0.019130435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3/18/21,Eighteen,Initial,,,,,115,6,,,10,1,1,IP,SAFC20,,,,,,-21.00,0.60,0.72,1.00,245,AW,SAFC20,OYO,G,G,G,0,3,39,3.9,0.033913043,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
3/18/21,Eighteen,Initial,,,,,115,6,,,10,1,1,IP,SAFC20,,,,,,-15.00,-0.45,0.27,1.00,246,AW,SAFC20,OPO,G,G,G,0,4,22,2.2,0.019130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/21,Eighteen,Initial,,,,,115,6,,,10,1,1,IP,SAFC20,,,,,,-39.00,-0.15,0.99,1.00,247,AW,SAFC20,YGY,G,G,G,0,5,64,6.4,0.055652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
